Topic,Question Type,Paragraph,Question Text,Answer Options,Correct Answer,,Keyword
نحو,MCQ,,ما المفعول به في الجملة: 'فتح الطالب التفاحة.'؟,أ. الطالب؛ ب. التفاحة.؛ ج. الباب؛ د. فتح.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'فتح الأستاذ التفاحة.'؟,أ. التفاحة.؛ ب. فتح؛ ج. الباب؛ د. الأستاذ.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'شرب الفلاح التفاحة.'؟,أ. التفاحة.؛ ب. الحليب؛ ج. الفلاح؛ د. شرب.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'شرب الأستاذ التفاحة.'؟,أ. الأستاذ؛ ب. شرب؛ ج. الحليب؛ د. التفاحة..,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'شاهد الأستاذ التفاحة.'؟,أ. الأستاذ؛ ب. التفاحة.؛ ج. الفيلم؛ د. شاهد.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'قرأت الفلاح التفاحة.'؟,أ. الفلاح؛ ب. الكتاب؛ ج. التفاحة.؛ د. قرأت.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'شاهد الطالب التفاحة.'؟,أ. الفيلم؛ ب. الطالب؛ ج. شاهد؛ د. التفاحة..,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'سافر الأستاذ التفاحة.'؟,أ. الأستاذ؛ ب. مكة؛ ج. التفاحة.؛ د. سافر.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'كتب الأستاذ التفاحة.'؟,أ. التفاحة.؛ ب. الأستاذ؛ ج. المقال؛ د. كتب.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'شرب المعلم التفاحة.'؟,أ. التفاحة.؛ ب. المعلم؛ ج. الحليب؛ د. شرب.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'قرأت الأستاذ التفاحة.'؟,أ. قرأت؛ ب. التفاحة.؛ ج. الأستاذ؛ د. الكتاب.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'فتح الفلاح التفاحة.'؟,أ. فتح؛ ب. الفلاح؛ ج. التفاحة.؛ د. الباب.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'كتب المعلم التفاحة.'؟,أ. كتب؛ ب. المقال؛ ج. المعلم؛ د. التفاحة..,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'أكل الفلاح التفاحة.'؟,أ. التفاحة.؛ ب. التفاحة؛ ج. أكل؛ د. الفلاح.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'فتح الطفل التفاحة.'؟,أ. الباب؛ ب. التفاحة.؛ ج. الطفل؛ د. فتح.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'شاهد المعلم التفاحة.'؟,أ. التفاحة.؛ ب. شاهد؛ ج. المعلم؛ د. الفيلم.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'رسم الطبيب التفاحة.'؟,أ. رسم؛ ب. التفاحة.؛ ج. الطبيب؛ د. اللوحة.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'قرأت الطفل التفاحة.'؟,أ. قرأت؛ ب. الطفل؛ ج. التفاحة.؛ د. الكتاب.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'شاهد الطفل التفاحة.'؟,أ. الفيلم؛ ب. التفاحة.؛ ج. شاهد؛ د. الطفل.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'فتح الطبيب التفاحة.'؟,أ. الطبيب؛ ب. فتح؛ ج. الباب؛ د. التفاحة..,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'زرع الفلاح التفاحة.'؟,أ. التفاحة.؛ ب. الفلاح؛ ج. زرع؛ د. الزهور.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'أكل المعلم التفاحة.'؟,أ. أكل؛ ب. التفاحة؛ ج. التفاحة.؛ د. المعلم.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'كتب الفلاح التفاحة.'؟,أ. التفاحة.؛ ب. المقال؛ ج. الفلاح؛ د. كتب.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'رسم الطالب التفاحة.'؟,أ. اللوحة؛ ب. الطالب؛ ج. رسم؛ د. التفاحة..,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'أكل الطالب التفاحة.'؟,أ. أكل؛ ب. التفاحة.؛ ج. التفاحة؛ د. الطالب.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'قرأت الطالب التفاحة.'؟,أ. الطالب؛ ب. التفاحة.؛ ج. قرأت؛ د. الكتاب.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'زرع الطفل التفاحة.'؟,أ. زرع؛ ب. الطفل؛ ج. الزهور؛ د. التفاحة..,,,
نحو,MCQ,,ما المفعول به في الجملة: 'سافر الطبيب التفاحة.'؟,أ. مكة؛ ب. الطبيب؛ ج. سافر؛ د. التفاحة..,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'زرع الطبيب التفاحة.'؟,أ. الزهور؛ ب. التفاحة.؛ ج. الطبيب؛ د. زرع.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'سافر المعلم التفاحة.'؟,أ. المعلم؛ ب. سافر؛ ج. مكة؛ د. التفاحة..,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'شاهد الطبيب التفاحة.'؟,أ. شاهد؛ ب. الطبيب؛ ج. التفاحة.؛ د. الفيلم.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'فتح المعلم التفاحة.'؟,أ. فتح؛ ب. الباب؛ ج. المعلم؛ د. التفاحة..,,,
نحو,MCQ,,ما المفعول به في الجملة: 'زرع المعلم التفاحة.'؟,أ. التفاحة.؛ ب. زرع؛ ج. الزهور؛ د. المعلم.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'قرأت الطبيب التفاحة.'؟,أ. التفاحة.؛ ب. قرأت؛ ج. الكتاب؛ د. الطبيب.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'أكل الطفل الحليب.'؟,أ. الحليب.؛ ب. التفاحة؛ ج. أكل؛ د. الطفل.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'زرع الطفل الحليب.'؟,أ. الحليب.؛ ب. زرع؛ ج. الطفل؛ د. الزهور.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'فتح الطفل الحليب.'؟,أ. الحليب.؛ ب. الطفل؛ ج. الباب؛ د. فتح.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'شرب الطفل الحليب.'؟,أ. الطفل؛ ب. الحليب.؛ ج. الحليب؛ د. شرب.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'رسم الطفل الحليب.'؟,أ. اللوحة؛ ب. الحليب.؛ ج. الطفل؛ د. رسم.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'قرأت الطفل الكتاب.'؟,أ. الطفل؛ ب. الكتاب؛ ج. قرأت؛ د. الكتاب..,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'أكلت الطالب الكتاب.'؟,أ. الكتاب.؛ ب. التفاحة؛ ج. الطالب؛ د. أكلت.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'كتبت الفتاة الكتاب.'؟,أ. المقال؛ ب. كتبت؛ ج. الكتاب.؛ د. الفتاة.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'زرعت الطفل الكتاب.'؟,أ. زرعت؛ ب. الكتاب.؛ ج. الطفل؛ د. الزهور.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'كتبت المعلم الكتاب.'؟,أ. المقال؛ ب. كتبت؛ ج. المعلم؛ د. الكتاب..,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'قرأت المعلم الكتاب.'؟,أ. الكتاب؛ ب. قرأت؛ ج. الكتاب.؛ د. المعلم.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'كتبت الطفل الكتاب.'؟,أ. كتبت؛ ب. الطفل؛ ج. الكتاب.؛ د. المقال.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'شربت الطالب الكتاب.'؟,أ. الكتاب.؛ ب. شربت؛ ج. الطالب؛ د. الحليب.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'أكلت المعلم الكتاب.'؟,أ. التفاحة؛ ب. أكلت؛ ج. الكتاب.؛ د. المعلم.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'أكلت الأستاذ الكتاب.'؟,أ. أكلت؛ ب. التفاحة؛ ج. الكتاب.؛ د. الأستاذ.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'شربت الطفل الكتاب.'؟,أ. الطفل؛ ب. الكتاب.؛ ج. شربت؛ د. الحليب.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'رسمت المزارع الكتاب.'؟,أ. المزارع؛ ب. الكتاب.؛ ج. رسمت؛ د. اللوحة.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'شربت الأستاذ الكتاب.'؟,أ. الكتاب.؛ ب. الحليب؛ ج. شربت؛ د. الأستاذ.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'قرأت الأستاذ الكتاب.'؟,أ. قرأت؛ ب. الكتاب؛ ج. الأستاذ؛ د. الكتاب..,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'قرأت الفتاة الكتاب.'؟,أ. الكتاب.؛ ب. الكتاب؛ ج. قرأت؛ د. الفتاة.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'شربت المزارع الكتاب.'؟,أ. المزارع؛ ب. شربت؛ ج. الكتاب.؛ د. الحليب.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'رسمت الأستاذ الكتاب.'؟,أ. الأستاذ؛ ب. اللوحة؛ ج. الكتاب.؛ د. رسمت.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'قرأت المزارع الكتاب.'؟,أ. قرأت؛ ب. المزارع؛ ج. الكتاب؛ د. الكتاب..,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'قرأت الطالب الكتاب.'؟,أ. الطالب؛ ب. الكتاب؛ ج. قرأت؛ د. الكتاب..,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'رسمت الطفل الكتاب.'؟,أ. الطفل؛ ب. اللوحة؛ ج. رسمت؛ د. الكتاب..,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'أكلت الفتاة الكتاب.'؟,أ. أكلت؛ ب. الكتاب.؛ ج. الفتاة؛ د. التفاحة.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'كتبت الأستاذ الكتاب.'؟,أ. الكتاب.؛ ب. المقال؛ ج. الأستاذ؛ د. كتبت.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'شربت الفتاة الكتاب.'؟,أ. الحليب؛ ب. الكتاب.؛ ج. شربت؛ د. الفتاة.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'أكلت المزارع الكتاب.'؟,أ. التفاحة؛ ب. المزارع؛ ج. أكلت؛ د. الكتاب..,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'زرعت الطالب الكتاب.'؟,أ. الكتاب.؛ ب. زرعت؛ ج. الزهور؛ د. الطالب.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'كتبت الطالب الكتاب.'؟,أ. كتبت؛ ب. الطالب؛ ج. الكتاب.؛ د. المقال.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'رسمت الطالب الكتاب.'؟,أ. اللوحة؛ ب. الكتاب.؛ ج. رسمت؛ د. الطالب.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'أكلت الطفل الكتاب.'؟,أ. التفاحة؛ ب. أكلت؛ ج. الطفل؛ د. الكتاب..,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'زرعت الأستاذ الكتاب.'؟,أ. الزهور؛ ب. زرعت؛ ج. الكتاب.؛ د. الأستاذ.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'شربت المعلم الكتاب.'؟,أ. المعلم؛ ب. الكتاب.؛ ج. الحليب؛ د. شربت.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'رسمت الفتاة الكتاب.'؟,أ. الفتاة؛ ب. رسمت؛ ج. اللوحة؛ د. الكتاب..,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'زرعت المزارع الكتاب.'؟,أ. الكتاب.؛ ب. المزارع؛ ج. زرعت؛ د. الزهور.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'رسمت المعلم الكتاب.'؟,أ. رسمت؛ ب. المعلم؛ ج. الكتاب.؛ د. اللوحة.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'زرعت المعلم الكتاب.'؟,أ. المعلم؛ ب. الكتاب.؛ ج. الزهور؛ د. زرعت.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'كتبت المزارع الكتاب.'؟,أ. المزارع؛ ب. كتبت؛ ج. الكتاب.؛ د. المقال.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'زرعت الفتاة الكتاب.'؟,أ. الكتاب.؛ ب. الفتاة؛ ج. الزهور؛ د. زرعت.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'كتب الطالب اللوحة.'؟,أ. الطالب؛ ب. اللوحة.؛ ج. المقال؛ د. كتب.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'زرع الأستاذ اللوحة.'؟,أ. الزهور؛ ب. اللوحة.؛ ج. زرع؛ د. الأستاذ.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'شرب الطفل اللوحة.'؟,أ. الطفل؛ ب. اللوحة.؛ ج. الحليب؛ د. شرب.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'كتب الطبيب اللوحة.'؟,أ. اللوحة.؛ ب. كتب؛ ج. المقال؛ د. الطبيب.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'شرب المعلم اللوحة.'؟,أ. اللوحة.؛ ب. شرب؛ ج. الحليب؛ د. المعلم.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'زرع المهندس اللوحة.'؟,أ. اللوحة.؛ ب. المهندس؛ ج. زرع؛ د. الزهور.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'شرب الطبيب اللوحة.'؟,أ. شرب؛ ب. الحليب؛ ج. اللوحة.؛ د. الطبيب.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'فتح الطبيب اللوحة.'؟,أ. الطبيب؛ ب. اللوحة.؛ ج. فتح؛ د. الباب.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'زرع الطبيب اللوحة.'؟,أ. زرع؛ ب. الطبيب؛ ج. اللوحة.؛ د. الزهور.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'زرع الطفل اللوحة.'؟,أ. زرع؛ ب. الزهور؛ ج. اللوحة.؛ د. الطفل.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'كتب المهندس اللوحة.'؟,أ. المقال؛ ب. المهندس؛ ج. كتب؛ د. اللوحة..,,,
نحو,MCQ,,ما المفعول به في الجملة: 'فتح الطالب اللوحة.'؟,أ. اللوحة.؛ ب. الطالب؛ ج. فتح؛ د. الباب.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'كتب الأستاذ اللوحة.'؟,أ. المقال؛ ب. اللوحة.؛ ج. كتب؛ د. الأستاذ.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'رسم الأستاذ اللوحة.'؟,أ. اللوحة؛ ب. رسم؛ ج. الأستاذ؛ د. اللوحة..,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'كتب الطفل اللوحة.'؟,أ. المقال؛ ب. الطفل؛ ج. اللوحة.؛ د. كتب.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'رسم المهندس اللوحة.'؟,أ. اللوحة.؛ ب. رسم؛ ج. المهندس؛ د. اللوحة.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'فتح المعلم اللوحة.'؟,أ. فتح؛ ب. المعلم؛ ج. اللوحة.؛ د. الباب.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'رسم الطبيب اللوحة.'؟,أ. الطبيب؛ ب. رسم؛ ج. اللوحة؛ د. اللوحة..,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'فتح الأستاذ اللوحة.'؟,أ. فتح؛ ب. اللوحة.؛ ج. الباب؛ د. الأستاذ.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'فتح الطفل اللوحة.'؟,أ. الطفل؛ ب. فتح؛ ج. الباب؛ د. اللوحة..,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'رسم الطالب اللوحة.'؟,أ. اللوحة.؛ ب. رسم؛ ج. الطالب؛ د. اللوحة.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'زرع الطالب اللوحة.'؟,أ. الطالب؛ ب. زرع؛ ج. الزهور؛ د. اللوحة..,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'كتب المعلم اللوحة.'؟,أ. كتب؛ ب. المقال؛ ج. اللوحة.؛ د. المعلم.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'رسم الطفل اللوحة.'؟,أ. اللوحة.؛ ب. اللوحة؛ ج. رسم؛ د. الطفل.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'رسم المعلم اللوحة.'؟,أ. اللوحة؛ ب. اللوحة.؛ ج. المعلم؛ د. رسم.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'فتح المهندس اللوحة.'؟,أ. المهندس؛ ب. الباب؛ ج. فتح؛ د. اللوحة..,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'شرب الطالب اللوحة.'؟,أ. الطالب؛ ب. اللوحة.؛ ج. شرب؛ د. الحليب.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'شرب الأستاذ اللوحة.'؟,أ. الحليب؛ ب. شرب؛ ج. اللوحة.؛ د. الأستاذ.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'زرع المعلم اللوحة.'؟,أ. اللوحة.؛ ب. زرع؛ ج. الزهور؛ د. المعلم.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'شرب المهندس اللوحة.'؟,أ. المهندس؛ ب. اللوحة.؛ ج. الحليب؛ د. شرب.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'زرع الرجل الباب.'؟,أ. الباب.؛ ب. الزهور؛ ج. الرجل؛ د. زرع.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'فتح الفلاح الباب.'؟,أ. فتح؛ ب. الفلاح؛ ج. الباب؛ د. الباب..,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'فتح الرجل الباب.'؟,أ. فتح؛ ب. الرجل؛ ج. الباب.؛ د. الباب.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'أكل المعلم الباب.'؟,أ. أكل؛ ب. التفاحة؛ ج. الباب.؛ د. المعلم.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'فتح الأستاذ الباب.'؟,أ. الباب؛ ب. فتح؛ ج. الأستاذ؛ د. الباب..,,,
نحو,MCQ,,ما المفعول به في الجملة: 'شرب الطالب الباب.'؟,أ. شرب؛ ب. الباب.؛ ج. الحليب؛ د. الطالب.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'شرب الأستاذ الباب.'؟,أ. الأستاذ؛ ب. الباب.؛ ج. شرب؛ د. الحليب.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'فتح الطالب الباب.'؟,أ. فتح؛ ب. الباب؛ ج. الطالب؛ د. الباب..,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'أكل الطالب الباب.'؟,أ. الباب.؛ ب. الطالب؛ ج. التفاحة؛ د. أكل.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'زرع الطفل الباب.'؟,أ. الطفل؛ ب. الباب.؛ ج. زرع؛ د. الزهور.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'شرب الفلاح الباب.'؟,أ. الحليب؛ ب. الفلاح؛ ج. الباب.؛ د. شرب.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'رسم المعلم الباب.'؟,أ. اللوحة؛ ب. رسم؛ ج. الباب.؛ د. المعلم.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'رسم الفلاح الباب.'؟,أ. اللوحة؛ ب. رسم؛ ج. الباب.؛ د. الفلاح.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'أكل الرجل الباب.'؟,أ. الباب.؛ ب. التفاحة؛ ج. الرجل؛ د. أكل.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'زرع الأستاذ الباب.'؟,أ. الزهور؛ ب. الأستاذ؛ ج. الباب.؛ د. زرع.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'زرع الطالب الباب.'؟,أ. الباب.؛ ب. زرع؛ ج. الطالب؛ د. الزهور.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'أكل الطفل الباب.'؟,أ. أكل؛ ب. التفاحة؛ ج. الطفل؛ د. الباب..,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'شرب الطفل الباب.'؟,أ. الطفل؛ ب. شرب؛ ج. الحليب؛ د. الباب..,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'رسم الرجل الباب.'؟,أ. اللوحة؛ ب. الباب.؛ ج. الرجل؛ د. رسم.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'فتح المعلم الباب.'؟,أ. فتح؛ ب. الباب؛ ج. المعلم؛ د. الباب..,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'رسم الطالب الباب.'؟,أ. اللوحة؛ ب. رسم؛ ج. الطالب؛ د. الباب..,,,
نحو,MCQ,,ما المفعول به في الجملة: 'أكل الأستاذ الباب.'؟,أ. الباب.؛ ب. الأستاذ؛ ج. أكل؛ د. التفاحة.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'رسم الأستاذ الباب.'؟,أ. الأستاذ؛ ب. اللوحة؛ ج. رسم؛ د. الباب..,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'أكل الفلاح الباب.'؟,أ. الباب.؛ ب. التفاحة؛ ج. أكل؛ د. الفلاح.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'رسم الطفل الباب.'؟,أ. رسم؛ ب. الباب.؛ ج. اللوحة؛ د. الطفل.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'زرع الفلاح الباب.'؟,أ. الفلاح؛ ب. الزهور؛ ج. زرع؛ د. الباب..,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'زرع المعلم الباب.'؟,أ. الزهور؛ ب. المعلم؛ ج. الباب.؛ د. زرع.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'فتح الطفل الباب.'؟,أ. الباب.؛ ب. الطفل؛ ج. فتح؛ د. الباب.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'شرب الرجل الباب.'؟,أ. الباب.؛ ب. الحليب؛ ج. الرجل؛ د. شرب.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'شرب المعلم الباب.'؟,أ. الحليب؛ ب. المعلم؛ ج. الباب.؛ د. شرب.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'رسم الطالب المقال.'؟,أ. رسم؛ ب. المقال.؛ ج. الطالب؛ د. اللوحة.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'شرب المعلم المقال.'؟,أ. المقال.؛ ب. المعلم؛ ج. شرب؛ د. الحليب.,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'كتب الطفل المقال.'؟,أ. المقال؛ ب. الطفل؛ ج. كتب؛ د. المقال..,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'فتح الطالب المقال.'؟,أ. الباب؛ ب. الطالب؛ ج. المقال.؛ د. فتح.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'أكل الأستاذ المقال.'؟,أ. المقال.؛ ب. أكل؛ ج. التفاحة؛ د. الأستاذ.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'رسم الكاتب المقال.'؟,أ. المقال.؛ ب. اللوحة؛ ج. الكاتب؛ د. رسم.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'شرب الطالب المقال.'؟,أ. شرب؛ ب. الطالب؛ ج. المقال.؛ د. الحليب.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'أكل المعلم المقال.'؟,أ. التفاحة؛ ب. المعلم؛ ج. أكل؛ د. المقال..,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'فتح المهندس المقال.'؟,أ. فتح؛ ب. المقال.؛ ج. المهندس؛ د. الباب.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'كتب الكاتب المقال.'؟,أ. الكاتب؛ ب. المقال.؛ ج. كتب؛ د. المقال.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'أكل المهندس المقال.'؟,أ. التفاحة؛ ب. المهندس؛ ج. أكل؛ د. المقال..,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'شرب الكاتب المقال.'؟,أ. الحليب؛ ب. شرب؛ ج. الكاتب؛ د. المقال..,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'كتب الأستاذ المقال.'؟,أ. كتب؛ ب. الأستاذ؛ ج. المقال؛ د. المقال..,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'كتب الطالب المقال.'؟,أ. المقال.؛ ب. المقال؛ ج. الطالب؛ د. كتب.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'فتح الأستاذ المقال.'؟,أ. المقال.؛ ب. فتح؛ ج. الأستاذ؛ د. الباب.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'شرب الطفل المقال.'؟,أ. شرب؛ ب. الحليب؛ ج. الطفل؛ د. المقال..,,,
نحو,MCQ,,ما المفعول به في الجملة: 'شرب الأستاذ المقال.'؟,أ. الحليب؛ ب. المقال.؛ ج. الأستاذ؛ د. شرب.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'فتح المعلم المقال.'؟,أ. المعلم؛ ب. فتح؛ ج. الباب؛ د. المقال..,,,
نحو,MCQ,,اذكر المفعول به في الجملة: 'كتب المعلم المقال.'؟,أ. المقال؛ ب. المعلم؛ ج. كتب؛ د. المقال..,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'فتح الكاتب المقال.'؟,أ. الكاتب؛ ب. المقال.؛ ج. فتح؛ د. الباب.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'رسم المعلم المقال.'؟,أ. رسم؛ ب. المقال.؛ ج. المعلم؛ د. اللوحة.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'شرب المهندس المقال.'؟,أ. شرب؛ ب. المهندس؛ ج. المقال.؛ د. الحليب.,,,
نحو,MCQ,,ما المفعول به في الجملة: 'أكل الكاتب المقال.'؟,أ. أكل؛ ب. الكاتب؛ ج. المقال.؛ د. التفاحة.,,,
نحو,MCQ,,حدد المفعول به في الجملة: 'أكل الطالب المقال.'؟,أ. الطالب؛ ب. أكل؛ ج. المقال.؛ د. التفاحة.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'رسم الطفل المقال.'؟,أ. الطفل؛ ب. المقال.؛ ج. رسم؛ د. اللوحة.,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'أكل الطفل المقال.'؟,أ. أكل؛ ب. الطفل؛ ج. المقال.؛ د. التفاحة.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'رسم الأستاذ المقال.'؟,أ. المقال.؛ ب. رسم؛ ج. اللوحة؛ د. الأستاذ.,,,
نحو,MCQ,,اختر المفعول به في الجملة: 'فتح الطفل المقال.'؟,أ. الطفل؛ ب. فتح؛ ج. الباب؛ د. المقال..,,,
نحو,MCQ,,ما هو المفعول به في الجملة: 'رسم المهندس المقال.'؟,أ. المقال.؛ ب. المهندس؛ ج. اللوحة؛ د. رسم.,,,
